topic,rank,doc_snippet
61,2,madam moou d mind campe weying double fortune warres thoughts foredreading likelier preuent harmes garded mightie campe armie vnited hearts fort af brazen walles madam fa l great lamentable queene captiue princely fortitude bearing patient minde taught embrace meane moderation long learnde affects perturbations minde onely learnde chaunce learnde onely pangue torments thought beloued lord learne henceforth forget lord liues lord enioy loue victorious cyrus lord victorious cyrus thrall honour inuincible bondage yeeld free lords dreame cyrus onely outward thrall minde honour free euer agree cyru
61,3,albeit alexanders skill m anage achilles armes charge brauely heart alexander achilles euer feare field torne peeces hewed death bright cortelaux wordes field makes conquerour march wealthie babylon cyrus royall campe exeunt husband mightie lord bactria lay legar king vnder flagges aide brought backt friends gentlemen die conquering cyrus feete abradates bactria leaue mone victorie gobrias louely panthea bring tent braue warlike bands equipage abradates king wonder campe willinger league enter abrdates comes coniecture qualities valiant liberall need aske king vertues glorious lookes cyrus lou
62,1,promised behalfe al wold vse best deuoyre recomfort recouered health meruayle y lady elinor vn willing trauayle behalf e especially membring yesternigh diligent bring bed perceyue earthly thinges subiect change euen quod pergo behold euen daye clad gladsome leaues gin fa e change colour passed talk ing walking returned castle went straight f chamber bed trust quod dame fraunces w better shortly hope quod f ladies saluted gaue gramercy pergo popped question howe slept mistres master f quod reasonable quod f pray mistresse morning mary sayd pergo wee left hir bed scarce ease sorye quod f trust s
62,2,lady fraunces curteou sly consented madame elinor alledged hir sickly attributed hir late paynes taken f sayd onely cause constrayned kepe hir bed longer hir accustomed hower dames especially lady fraunces gan streight waies coniecture great cause sodaine change leauing dame elynor walked altogether parke ayre morning walked chau ced dame pergo heard cuckoe chaunt pride spring past cried cuck cuck cuckoe hir stameringe voyce quod pergo foule byrd begines flye countrie fore hir departure spitefully deuise sa lute quod dame fraunces espyed wherewith dame pergo looking round hir espying company s
62,3,passed dynner ladie fraunces alwayes fusing declare hir conceipt late change perceyued mistresse thought best wynne conformitie little little end persuade necessitie gentlewoman vytayled hir departed requiring f arise boldly resist fayntnesse feuer promised bad di ladyes returne courte dame elynors chamber assembled hir secretary dam pergo rest passed hower twayne sundry discourses wherin dame pergo al waies cast bone mistresse fraunces gnaw perceyued hir harty affection towardes f whereat mistresse fraunces changed countenaunce reserued hir reuenge better oportunitie quod dame fraunces mistre
63,1,faith carisophus best noddie iest assure schoole serue court kinges foole eares seruile squirilitie office right perfectlie parasites scicophants graue bencher kinge owne trencher enuye state great fauour grudge behauiour k inge mery pleasant vrbanitie abused mans iniurie cocke courte doo best thriue day doo fiue courte doo rewardes geuen vertue euery rewarde vnworthy worlde courte changed thread bin sponne dogges woll heretofore cause liked best trimmed picked mens eares finer grosse toyes set therfore trimmer kynde myrth applye wherin commeth desert kinges fauour prosperitie dispise olde cou
63,2,o noble friendship yeld force wonder hart rare frindship pearst roote que nched fury sight brought aboute graue counsell eubulus learned perswasion doo noble gentlemen immortall gods aboue ath play tragidie behoue efore day knew perfect friendship ment y cruell mind blouddy wholy bente y fearefull life thought terrour defende ut garde faithfull riend spare time present happie kinges courtes twoo frinds honour friendship playnly amon death pardon tourne craue honour doo lend frindly harte linke y e frie y courte dwell commission large y realme health commit charge ake thirde friend ioye thing c
63,3,men obey deadly feare sure deadly hate safely raigne loue friends constant fait fayle counsell geues poore tam n death friendes surest garde kinges golden time doo wear away precious thinges doo fade frindship decay friendes store therfore safely sleape friendes home forraine foes neede abandon flatring tounges clackes truth tels abase yll aduance whome dame vertue dwels play felowes o earthly kinges sure defence strongest garde s andes chifely faithfull frie d f riends liberall ende accept counsell mightie kinge damon pithias friende pithias farewel euer kisse die soule honour constant faith 
64,1,hold day e antipodes walke light light light wife heauie husband god welcome home lord thank madam welcome friend anthonio infinitely bound bound heare bound acquitted welcome appeare wayes words breathing yonder moone wrong infaith gaue iudges clarke vvould gelt loue hart quarrell hoe s matter hoope gold paltry ring world cutlers poetry knife loue leaue talke valew weare till houre death lie graue vehement oathes beene kept gaue iudges clarke gods iudge clarke nere weare haire ons face liue woman liue hand gaue youth kind boy little boy higher iudges clarke prating boy begd fee hart deny blam
64,2,bound heare bound wel acquitted verie welcome appear waies words breathing yonder moone wrong faith gaue iudges clearke gelt loue hart quarrel hoe alreadie s matter hoope gold paltry ring world cutlers poetry knife loue leaue talke valew weare til houre death lye graue vehement oaths beene kept gaue iudges clearke wel clearke nere weare haire s face liue woman liue hand gaue youth kinde boy little boy higher iudges clearke prating boy begg d fee heart deny blame plaine wiues gift thing oathes finger riueted faith gaue loue ring heere dare leaue plucke finger wealth world faith gratiano wife vn
64,3,yonder moone dome wrong infaith gaue iudges clarke gelt loue hart quarrell hoe s matter hoope gold paltry ring world cutlers poetry knife loue leaue talke value weare till houre death lye graue vehement oathes beene kept gaue iudges clarke god s iudge clarke nere weare haire s face liue woman liue hand gaue youth kinde boy little boy higher iudges clarke prating boy begd fee heart deny blame plaine wiues gift thing oaths finger riueted faith gaue loue ring heere dare leaue plucke finger wealth world faith gratiano wife vnkinde greefe twere mad cut left hand ring defending lord gaue ring away i
65,1,o anon weare yellow mall twas tricke olde faukenbridge mad dicke exeunt fa fa father hermit gl heath heath sonne looke run finde r r run r run k kent f finde f f father ere layes head dare ne home t t till fo fo wel s hunting m m mary earles la la fa fa farewell f father finde skink glo glo g g pr penny p p pudding p paines adew friend fellow parlament porters s skinke red cap looke comes yonder o plaine bags lyn d growes s yond o hermit got went foorth sbloud yonder s company backe againe counterfeite leaue rogue till opportunity eate till quit wrong exit men attend holy hermits s away beades
65,2,hermit cel al saints exeunt accident hit humour turne hermit sure keeps cell counterfeit does heere hayre beard eare holy hermit fame accounted reuerend heath faine cell faire lady iohn faukenbridge heeles od mate got gowne walks deuoutly counterfeite gowne things fit rid new mate bum marke s gods quickly gone robin fellow yonder prince iohn faukenbridge haunt genii ill mas prye looke skinke hermit skinke learned reuerend holy godly warrant s booke s prayers wee tooke hollydam euen theefe god forfend noblemen gaue ought knowe skinke roberye appoynted place felt rob d s lewd fellow taken heere 
65,3,wife quoth wife home wife prince iohn deare mother loue tolike fox o world raynes l faile warrant hermit true deliuer roote borders realme leaue richard faukenbridge free feare l melt l melt olde warrant holy hermit inquire chaine matters welcome richard tearmes life wife meane merry manner knowe poynt meeting true loue deny plaine eare home againe gratious lord tut grace goodnes beautious face breefe hand away heath faukenbridge hermit helpe lord lord lady venter baby night tauerne london hinde pretty hand lt meet hinde roe word s suffice fit olde adulterer grace thether place prince iohn pri
66,1,madam tumults cease fate allow court agen hope youle bring mutiny agains t time talke love attend expect till pleasd satisfie poore request conduct pleasure slow dispatch new messengers entreatem fairely hither extasied witnesse possible affirmes true leonatus father given trust infant truth soule s bound acknowledge supply d absence opinion sonne dyed greater care demetrius suppos d dead epire thought fathers character want testimony compar d concernes demetrius prove king theodosius act royall father subscrib d legacies oath oblig d secresie untill fairely summon d reveale trust cassander th
66,2,felt envy young demetrius fortune seeds scatterd heart swell thought empire princes total ly eclipst wherefore stayes demetrius sophia names gentle spirit walk d blood flye bosomes nature rectifi d demetrius wandrings ambition deere sister amaz d expect read assurance day bigge wonder meanes lisimachus deare cassander welcome looke t shannot bribe conscience action false agen seleueus sonne theodosius deare countrymen correct erring duties lawfull king prostrate selves rius challenge knees love duty flow royall king brother confirm d credulous betray faith sophia appeare sad gave consent dayes
66,3,thought lost soule heare forgive shade live lowest merit setting aside birth poyze forgive modest thoughts rise owne defence unjust lady great winter frozen cheeke nature planted carries bloome spring t flame eye finde competition forgive agen virgin honour lip tice enamour d soule dwell ambition unwithered blush speakes innocence enter demetrius brother talke anon polidora allow patience till breath recover comes lade richest newes eare blest lookes voyce expresse welcome accident guesse wish fortunate heaven dropt demetrius meanes extasie twere sinne busie thoughts t retaine wide joy exprest
67,1,fretting fume burning wax right wood crye swordes harmefull harnesse craue rashly raue whiles prese nt rage frame cause long foredeemed doome brytaine desir d owne decaie eu n natiue broode roote seamde huge woorke o heauens tumble downe quite subuert state unlesse nations aide thirst spoile o fates ciuil warres afraide faint want blood o wretched state brytaines fond needed stoope mordreds yoke feare themselues fearefull lynckt friendes arthurs bandes ioynde force forren foes warres ciuill sinnes soone surceast mordred reft rule feard sire gods warres drawne blood sproong breasts forreine foe
67,2,mischiefes earst terme sacred s sinne insu d greater griefe requires teares behold fresh annoyes mishaps stale friend suspend mindes arthur lost mordred woonne field o lesse gods arthur woonne lost field field realme brytaines bounds arthur woonne loose cloudes cast perplexed wordes unfolde large sort sorrowes list instant vnwrappe acts warres hard euents future age eu r cause curse time drewe camps cornwell fieldes appointed place reckelesse troupes fates forbad liue till night storme raue warres swarmde guydes clustring cald signes fight fierce vprores ell onwards hayld hastning howres death
67,3,arthur tooke tiberius breathlesse corse sent senators rome charge tribute arthur ought time serues pay ag aine whiles rests debtor o successe pursu d greater harmes turn d soone sowre lo forreine soiles seas past safe returne king land onely sonne o outrage rare hugie hoast withstoode shoare preparde forreine aides farre borowed powers diuers kings parents brethren sonnes kinne wrath ire mordred rage erst sought abroade foes foile beholde fates sent foes vnsought forreine realmes supplanted want supplie o blessed home boonne store arthurs prowesse lurke e r appeare report monstrous mischiefes 
68,1,o foolish troians steale dido vnderstand drift giuen achates store gold illioneus gum libian spice common souldiers rich imbrodered coates siluer whistles controule windes circes sent sicheus liued vnworthie queenes reward chide twas time runne aeneas gone sailes hoysing abourd loue o princely dido leaue went farewell achates haps achates bid farewell feard grace keepe rid doubt abourd againe charge sea stay aeneas abourd abourd aeneas meanes stay sea rough windes blow shoare o false aeneas sea rough abourd twas calme achates ment saile away carthage queene onely sonne thinkes dido leaue aenea
68,2,o pardon resolue aeneas faine deare loue day swiftmercury laying platforme walles sent father ioue appeard rebukt bitterly lingering neglecting italy aeneas leaue loue commaunded immortall ioue leaue towne passe italy force words proceed aeneas heart heart hardly stay dido farewell farewell mends didos loue troians vse quit louers fare dido aeneas stay dye aeneas farewell farewell farewell words poyson poore didos soule o aeneas loue look st sea time didos beautie chaungd eyes lesse faire sawest o aeneas griefe stay carthage queene didos beautie returne againe aeneas canst leaue kisse dido o l
68,3,itis captaine ascanius liue long aeneas ascanius achates ouerioyed o illioneus aliue blest time achates face turnes aeneas trustie friends sergestus illioneus rest sight amazde o destinies brought sweete companions plight o long resolu d louely aeneas carthage walles queene dido weares imperiall crowne troyes sake entertaind clad wealthie robes weare oft askt vnder seru d weepe griefe thinking sea swallowed ships sees reioyce seruitors passe hall bearing banket dido farre looke comes aeneas viewd view sees stranger doest eye troian mightie queene troy renowmed dido generall warlike aeneas warl
69,1,blinde fortune h quit o true mistresse gin spi ster wooll fl xe t spunne eate feare choaking appeare scowred awa coach sonne said dwell longer thess ly sones best instructor suffered fled coach oue ned foure w eeles carry apollos curse kindred euer aboue petty forme apollos schoole passe o io n gingle gentleman woo d apollo pronounceth lot yeeres old spend fiue mannors fiue sences mansion house oolingham intailed heires bo dy wo fully begotten y counsell cut en aile complement p etended captaine alias captaine comp fashion nger led s heare fled witnesse flew bird aire sau d labour apollo doom 
69,2,snare h aue laid whe mo e accuse anon apollos iudgement seat ice taken captaine day plead corrupter youth turnes humane shape baboones body pitty olate gam ster play secondly obbes patrimonies h bl w iacket try thirdly puls away sweetest nu ngs muses breasts length hit ho lau riger challenge bull beare horse ho st schoole snatch afte ue buckle booke againe lauish creame morning prodigally hold till creame sugar tast play vnsauory mus heare apollos curse light apollo great lord heard loues boyes play conti nues boy peace babling auing tongue sure beard ignorant ondling hieroglificall beardlesse
69,3,m fling horse loase farre fed horse bread tra uaile farre againe fetch whitebread pray sit downe talke wiser sitting standing iudges sit apollo does hope wiser stand heare judge standing littl vnderstan ding enemy standing drud discourage hope admittance truth great reason admitted su e seuen yeeres euery visitation day bin shut doores mu saeus soone euer espyed lying bench apollos court bin called aloud p bin asleepe faine ioggd shak d gaine answer l thargy mother asleepe wast begotten bo bo againe seuen repulses shouldest knocke apollos gate dare knocke gate hammer hangs cold heauy disquiet 
70,1,dread soveraigne scotlandis infected dangerous breaks rebellion kingdome bruce hand t tho head chief wallace fellow meanly bred beleefe needy borderer parted power bruce leavy powers france thought touch d t warlike percy beaumont fetch fatall ruine nation gracious edward tho war s heaven defend subjects conceit officer bounds prefix t vvee l head high worth depraves free finde ellianor win favour march tho conquer d las neighbours clime live change time royall edward wallace wrong d yoke bondage land grimsby fates turn wheele change scotlands rebellion kneele wee l weare mercy rough undertake
70,2,execution awhile deferr d selby s content tender peace scotland soveraignes traitour hand law life policie aye trowe mean wallas devoire dowty valour merits mare repute sike fawe language fowle traitour wallace thrown mingled thoughts worthy love alliance fay bunny wllace luifes politician does knave ends hearing death proclaim d t urg d love d confirm t s cut given wholly hawd rherefor cherritie wad yee faes gave blood protect enlargement comes rebell traiterous love deep aspies selby s hand cleft heart villain hang d eyes feed crows toads snakes dig lodgings devils faggots bones graham enlar
70,3,traytor traytor enter mentith mutinie t mentith knight scotland keepe com comyn countryman brought jewell twere right known counterfeit twere worth kingdome wearied warre pittying deep wounds fainting scotland beares knowing onely tender grip d wallace hands love peace great nations layed snares entrap devoures lives rebell s tane brought camp force doo t policie stagge ground thought dead heaven backe blow s life thought dead end world publique arch traytor mentith wonne fame honour act fetch devill exit ment englands thanks scotlands better damn d iudas country friend bruce bruce soveraigne 
71,1,hir sinne hir conscience greuously freate faith e rected hir heart beleue god christs sake wold hir sins forgeue desire poynt offended vertues vice introduce men women depended therfore figuratiuely vse trust wise men accept excuse preface season ende godly myrth spend intende heigh downe saluator mundi domine kyrieleyson ite missa est pipe alleluya sed libera nos malo euery brought owne dishe lord god wonderfull fare warrant plentie fleshe fishe beshrew heart spare gods set hye deace sayd euery body honest fyrst meace glad proper person dined euery horsebacke mount caluarie trow heard knacke 
71,2,arise woman thanke fat heauen mercy preuented power rei cted spirits seuen vnbelief soule tormented blessed o father celestiall honor glory giuen world end o lord doest regard woma terrestriall tong able worthy thanks repend o synfull wretche lord bene mercy lord names sake greuous sinner day sene uouchsafe therfore compassion canst beleue god maker thing onely sonne sent beleue god lord heauenly kyng onely sonne hearty intent lord confesse omnipotent helpe slender beliefe infirmitie faith lord waueryng insufficient stre gth pray power maiesty beleue christ faith repe ta ce entreth father draw
71,3,saie thyng inuented worth mans solace frequented hipocrites wold fautes reueled imagine slaunder facultie faine wold wickednes concealed therfore maliciously set o muche money truely geue halfpence pence gayne shalbe double depart wisedom worth peny trow scripture calleth price therof incomparable learne godly sapience body soule shal profitable person truly couet chargeable sufficient recompence worth simple diligence matter recite ignorant learne true beleue wherof apostles christ largely write instructions geue example penance heart grieue lerned loue faith spring authoritie scripture bring
72,1,sory dyde head ring sent notingham thecastle kept monuments liege heard olde tale long agoe harold goodwins sonne kent got faire englands gouernment hunted pleasure wood singled faire stately stagge foote foote king running caught sure stagge doubt lord affirme iulius caesar yeares tooke stag poesie writ iulius caesars time english vsed land untill saxons writ saxon characters twas goodly beast earle robert forfet forfet liege lord masters lawes record court roll grace pray frier read suffice commeth wod feast dwell robin hood earle lord knight squire titles desire robin hood plaine robin hood
72,2,content wreakes george greene stoute long proffervs scath enuie seldome hurt marian smile robin marian smile robin lie vnder green wood shade till wakefield greene beate pinner loue content marian ease griefe merrie men thither stray heere vow loue beate george greene beate scarlet little iohn boldest yeomen crew wend robin try pinner dares millers sonne left nill repent pleasant life contenteth ought liue die robin hood robin marian faire bettris bright blee marian robin bend bowes strings tight arrowes keene euery thing ready turned office whensoeuer fight bodie vse flourish staffe thrise he
72,3,lord queene nappe nurse childe hold lappe farewell ione careful que en sleep nell fairest swan eies seene forgot aske maiesty abbies wales kings rebels mun right preuails robin hood little iohn frier maid marrian lluellen mightie trust lord thinks twere fellowes went scourd wood hand cudgell robin hood frier lusty lookes robin rule gleames hookes quickely driuen nookes assure highnes knowe false lluellen runne inche ground proude rebel called little iohn welds massiest sword england welshman vnderstand lluellen dauid denie england hathmen lluellen flie maugre beard hide hole vvearie englands d
73,1,techmessa anger longer confin d patient silence tedious expectation foolish night leads traveller s way break forth wrath break deluge consuming scorch um ashes flame hot lust base bloud spill um e ne live t ingender b rood monsters perpetuall jealousie wait beds poyson embraces just suspicions children deform d fright mother birth live long wretched mens hate misery pity long dying diseases painfull loathsome passion hurrie unmanly womanish revenge curse tyndarus wear st sword heark observe vvait till heaven emptied treasury wrath challenge lay torments left exercis d patience cast accounts s
73,2,yeares attended sacred temple saw incens d dread hymen search reason proffer godhead godhead daigue blessings geniall sheet presents pam philus evadne beckens um faith plighted false pamphilus honour temple respect beare religion protect stain altars sprinkle statue shrine treacherous bloud provoke joves just thunder evadne heaven joy religion meere juggling priests knaverie kinde holy trick gain superstition credit hymen dost turn away head fear bashfull deitle asham d look woman face pardon spight crosse weak godhead teach mankinde custome bring altars neglect lovers couple creatures freely 
73,3,ballio triall bring sword resign d drawn defence rest nfirm d s fine businesse cutlers shop buy sword o twill resolv d way wit dead lift help madam wretched pamphilus cruelty suspicion dead news revives haste techmessa dost pamphilus dead cast robe clay soul flie overtake bear company elysian groves journey thither dark melancholy suffer madam joy sorrow receive death restore comfort pamphilus lives pamphilus live ballio s dead tricks little counterfeit sorrow drops womans teares perswade master deeply love ought justice new feather ladies names master entertain d night ladies strange madam oa
74,1,vvith leaue e queene heauen vvith uenus vvith forget fayre daphnes loue vvith turne cupid doores forsake aglauros loue fayre pandora stay cynthia loue rest rule starre stay woods keepe pluto infernall shades rid pandora old saturne lookes death iupiter iuno storme vvith mars venus loue vvith sol parramours sea borne thetis rudy morne vvith uenus loue vvith blindfold cupid young ioculus vvith hermes slightes vvhen need ioue send foorth cynthia pandora rule starre vvilt play diana woods hecate plutos regiment pandora fayre nature hand mayd dwe l change felicity ficklenesse pandoraes proper forme
74,2,o fayre lambe deuoured rescue iphicles lambe wolfe flocke vvill diue pearle sea fetch fethers arabian bird golden apples hesperian wood maremaydes glasse floras abbiliment pandora loue loue loue vvilt sake yon groue sing wilde birdes notes pleasant western winde kisses flowers wantons leaues vvill o pandora followe iphicles base learchus court heauenly loue pardon pan reuenge deed shed blood desembling swaine vvith iealous heart begins burne ah bring gunophilus intice pandora bower heele prouide banquet gone vvhat shepherds banquet wife o light pandora canst false wanton banquet kept hurle dis
74,3,fayre face beautifull eyes o iphicles abiure false learchus melos false false guile thousand kisses gaue euery kisse mixt amorous glaunce oft leand siluer breast singing lute melos note waking sweete pastime loue watchfull sleepe ere slept vvhen list vvhat caetera quis nescit melos preuents sayd blush iphicles rosie cheekes heat feeds heart appeare droope fayre iphicles misdeeds reuenge stesias lasciuious complaint ioyne stay heere comes o stesias heauenly loue loue chaste apolloes tree modest vestall virgins eye bright glow wormes night vvith morning decks louers hayre o fayre pandora blessed
